keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
cat food blue bag,590,"cat food blue bag, cat food green bag, cat food yellow bag, dry cat food yellow bag","590.0, 320.0, 90.0, 20.0",1020,7.876579665,"https://www.chewy.com/blue-buffalo-true-solutions-fab/dp/291003, https://www.chewy.com/canidae-grain-free-pure-limited/dp/107821, https://www.chewy.com/blue-buffalo-indoor-hairball-control/dp/111974, https://www.chewy.com/blue-buffalo-wilderness-kitten/dp/36707, https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174513, https://www.chewy.com/blue-buffalo-indoor-hairball-control/dp/111972, https://www.chewy.com/f/blue-buffalo-dry-cat-food_c388_f1v144700, https://www.chewy.com/blue-buffalo-true-solutions-blissful/dp/244839, https://www.chewy.com/blue-buffalo-indoor-health-chicken/dp/28822, https://www.chewy.com/blue-buffalo-wilderness-indoor/dp/37084, https://www.chewy.com/blue-buffalo-tastefuls-natural/dp/28796, https://www.chewy.com/blue-buffalo-wilderness-chicken/dp/28825, https://www.chewy.com/purina-one-indoor-advantage-adult-dry/dp/29826, https://www.chewy.com/blue-buffalo-freedom-indoor-adult/dp/49670, https://www.chewy.com/blue-buffalo-wilderness-indoor/dp/111963, https://www.chewy.com/blue-buffalo-healthy-living-chicken/dp/28803, https://www.chewy.com/blue-buffalo-weight-control-chicken/dp/37083, https://www.chewy.com/cat-chow-complete-dry-cat-food/dp/127649, https://www.chewy.com/blue-buffalo-basics-skin-stomach-care/dp/103460, https://www.chewy.com/blue-buffalo-freedom-indoor-weight/dp/49676, https://www.chewy.com/purina-one-tender-selects-blend-real/dp/119326, https://www.chewy.com/blue-buffalo-tastefuls-chicken-indoor/dp/28822, https://www.chewy.com/blue-seal-entrust-kitten-chicken-meal/dp/281753, https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174510, https://www.chewy.com/9-lives-daily-essentials-chicken-beef/dp/127414, https://www.chewy.com/blue-buffalo-wilderness-rocky/dp/103521, https://www.chewy.com/blue-buffalo-healthy-growth-kitten/dp/28796, https://www.chewy.com/blue-buffalo-true-solutions-perfect/dp/244851, https://www.chewy.com/blue-buffalo-wilderness-indoor/dp/111964, https://www.chewy.com/blue-buffalo-tastefuls-sensitive/dp/35919, https://www.chewy.com/blue-buffalo-wilderness-indoor/dp/374064, https://www.chewy.com/wysong-geriatrx-dry-cat-food/dp/30251, https://www.chewy.com/authority-indoor-chicken-rice-formula/dp/176160, https://www.chewy.com/blue-buffalo-true-solutions-perfect/dp/244850, https://www.chewy.com/blue-buffalo-freedom-indoor-adult/dp/36867, https://www.chewy.com/purina-one-indoor-advantage-senior-7/dp/314863, https://www.chewy.com/blue-buffalo-indoor-health-salmon/dp/28810, https://www.chewy.com/purina-one-sensitive-skin-stomach-dry/dp/29830, https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/179643, https://www.chewy.com/blue-buffalo-indoor-hairball-weight/dp/111969, https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/174509, https://www.chewy.com/purina-one-tender-selects-blend-real/dp/119355, https://www.chewy.com/blue-buffalo-wilderness-denali-dinner/dp/176667, https://www.chewy.com/addiction-grain-free-salmon-bleu-dry/dp/45051, https://www.chewy.com/blue-buffalo-healthy-aging-chicken/dp/28821, https://www.chewy.com/blue-buffalo-true-solutions-fit/dp/244828, https://www.chewy.com/blue-buffalo-basics-skin-stomach-care/dp/103463, https://www.chewy.com/blue-buffalo-tastefuls-natural/dp/320661, https://www.chewy.com/blue-buffalo-wilderness-weight/dp/36703, https://www.chewy.com/diamond-naturals-indoor-formula-dry/dp/34936, https://www.chewy.com/fancy-feast-gourmet-ocean-fish-salmon/dp/159444, https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/49838, https://www.chewy.com/iams-proactive-health-healthy-senior/dp/44757, https://www.chewy.com/purina-cat-chow-naturals-original/dp/127678, https://www.chewy.com/kit-kaboodle-dry-cat-food/dp/127695, https://www.chewy.com/feline-natural-booster-lamb-green/dp/178459, https://www.chewy.com/fancy-feast-gourmet-ocean-fish-salmon/dp/104029, https://www.chewy.com/nulo-freestyle-senior-alaska-pollock/dp/236301, https://www.chewy.com/royal-canin-feline-digestive-care-dry/dp/120595, https://www.chewy.com/natural-balance-lid-limited/dp/29458, https://www.chewy.com/rachael-ray-nutrish-natural-chicken/dp/105834, https://www.chewy.com/hills-prescription-diet-dd-skinfood/dp/54560, https://www.chewy.com/friskies-party-mix-crunch-picnic-cat/dp/104109, https://www.chewy.com/cat-chow-indoor-hairball-healthy/dp/229336, https://www.chewy.com/blue-buffalo-indoor-health-chicken/dp/28822, https://www.chewy.com/cat-chow-complete-dry-cat-food/dp/127649, https://www.chewy.com/health-extension-chicken-brown-rice/dp/56197, https://www.chewy.com/9-lives-indoor-complete-chicken/dp/127426, https://www.chewy.com/blue-buffalo-wilderness-denali-dinner/dp/176667, https://www.chewy.com/purina-pro-plan-veterinary-diets-en/dp/117497, https://www.chewy.com/hills-prescription-diet-dd-skinfood/dp/54559, https://www.chewy.com/hills-prescription-diet-dd-skinfood/dp/54773, https://www.chewy.com/cat-chow-indoor-hairball-healthy/dp/127667, https://www.chewy.com/natural-balance-lid-limited/dp/29456, https://www.chewy.com/nulo-freestyle-duck-lentils-recipe/dp/104628, https://www.chewy.com/natural-balance-lid-limited/dp/29459, https://www.chewy.com/royal-canin-feline-care-nutrition/dp/120595, https://www.chewy.com/royal-canin-feline-care-nutrition/dp/120597, https://www.chewy.com/fussie-cat-market-fresh-salmon/dp/125718, https://www.chewy.com/friskies-indoor-delights-dry-cat-food/dp/104279, https://www.chewy.com/purina-cat-chow-naturals-original/dp/238029, https://www.chewy.com/hills-prescription-diet-zd-skinfood/dp/54584, https://www.chewy.com/rachael-ray-nutrish-indoor-complete/dp/135904, https://www.chewy.com/orijen-fit-trim-grain-free-dry-cat/dp/285960, https://www.chewy.com/artemis-fresh-mix-feline-formula-dry/dp/44562, https://www.chewy.com/royal-canin-veterinary-diet-adult/dp/35154, https://www.chewy.com/cat-chow-naturals-indoor-real-chicken/dp/127687, https://www.chewy.com/canidae-goodness-digestion-real/dp/306210, https://www.chewy.com/canidae-goodness-indoor-cats-real/dp/306204, https://www.chewy.com/hills-prescription-diet-dd-skinfood/dp/54771, https://www.chewy.com/meow-mix-kitten-lil-nibbles-dry-cat/dp/127502, https://www.chewy.com/wellness-complete-health-natural/dp/141770, https://www.chewy.com/hills-science-diet-adult-sensitive/dp/184534, https://www.chewy.com/freshpet-vital-chicken-recipe-grain/dp/519102, https://www.chewy.com/earthborn-holistic-primitive-feline/dp/36418, https://www.chewy.com/tiny-tiger-natural-complete-recipe/dp/327743, https://www.chewy.com/b/dry-food-388, https://www.chewy.com/kitten-chow-nurture-muscle-brain/dp/127706, https://www.chewy.com/meow-mix-original-choice-dry-cat-food/dp/127508, https://www.chewy.com/meow-mix-original-choice-dry-cat-food/dp/127504, https://www.chewy.com/meow-mix-seafood-medley-dry-cat-food/dp/127509, https://www.chewy.com/wellness-complete-health-salmon-adult/dp/30188, https://www.chewy.com/tiny-tiger-natural-indoor-recipe/dp/327746, https://www.chewy.com/meow-mix-original-choice-dry-cat-food/dp/127504, https://www.chewy.com/meow-mix-kitten-lil-nibbles-dry-cat/dp/127502, https://www.chewy.com/rachael-ray-nutrish-natural-chicken/dp/105834, https://www.chewy.com/meow-mix-seafood-medley-dry-cat-food/dp/127509, https://www.chewy.com/iams-proactive-health-healthy-adult/dp/29285",325,0.003159558
cat shirt pocket,590,cat shirt pocket,590,590,3.936929842,,14,
cat shirt tie dye,590,cat shirt tie dye,590,590,4.213331875,,13,
cat toys hunting,590,cat toys hunting,590,590,3.96895018,,14,
catnip joints,590,catnip joints,590,590,1.517423033,"https://www.chewy.com/meowijuana-catnibas-meowy-js-king/dp/152746, https://www.chewy.com/meowijuana-catnibas-meowy-js-king/dp/152747, https://www.chewy.com/meowijuana-catnibas-meowy-js-rolled/dp/152746, https://www.chewy.com/meowijuana-catnibas-meowy-js-rolled/dp/152747, https://www.chewy.com/meowijuana-birthjays-party-sized/dp/372398, https://www.chewy.com/meowijuana-catnibas-meowy-js-rolled/dp/324552?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Meowijuana&utm_term=%7Bkeyword%7D, https://www.chewy.com/meowijuana-birthjays-party-sized/dp/372399, https://www.chewy.com/meowijuana-catnibas-meowy-js-rolled/dp/152748?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Meowijuana&utm_term=%7Bkeyword%7D",5,0.017953321
cattle show supplies,590,"cattle show supplies, show cattle feed","590.0, 390.0",980,3.333449802,"https://www.chewy.com/show-string-show-feed-champions/dp/261753, https://www.chewy.com/show-string-show-feed-champions/dp/261754, https://www.chewy.com/formula-champions-barley-blend-show/dp/232789, https://www.chewy.com/formula-champions-13-pro-grower-show/dp/232833, https://www.chewy.com/kalmbach-feeds-14-stocker-grower/dp/244727, https://www.chewy.com/kalmbach-feeds-start-right/dp/244729, https://www.chewy.com/formula-champions-mega-champ-show/dp/232787, https://www.chewy.com/formula-champions-show-calf/dp/232781",14,
dog jewelry memorial,590,"dog jewelry memorial, memorial dog jewelry","590.0, 590.0",1180,4.06875472,,13,
dog leash designer,590,dog leash designer,590,590,8.697209808,,100,
dog muzzles chewing,590,"dog muzzles chewing, dog muzzles for chewing","590.0, 590.0",1180,2.008904022,,6,
dog treats long lasting,590,"dog treats long lasting, long lasting dog treats, long lasting puppy treats","590.0, 590.0, 10.0",1190,7.436501705,"https://www.chewy.com/platinum-pets-dog-chews-from/dp/177127, https://www.chewy.com/busy-bone-real-meat-tiny-dog-treats/dp/138052, https://www.chewy.com/true-acre-foods-hearty-bones-long/dp/188878, https://www.chewy.com/b/hard-chews_c9938_p2, https://www.chewy.com/nature-gnaws-extra-thin-bully-sticks/dp/287761?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Nature%20Gnaws&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/earth-animal-no-hide-long-lasting/dp/387306, https://www.chewy.com/true-acre-foods-hearty-bones-long/dp/188879?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=True%20Acre%20Foods&amp;utm_term=%7Bkeyword%7D",2475,0
dry catnip,590,dry catnip,590,590,2.381314537,,6,
fish food game,590,fish food game,590,590,1.682021327,,5,
fresh kisses dog treats,590,fresh kisses dog treats,590,590,3.773851163,"https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155113, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155093, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155089, https://www.chewy.com/merrick-fresh-kisses-real-pumpkin/dp/564638, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155078, https://www.chewy.com/merrick-fresh-kisses-infused-coconut/dp/155079?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/295231, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155088, https://www.chewy.com/merrick-fresh-kisses-holiday-double/dp/176728, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155103, https://www.chewy.com/merrick-fresh-kisses-real-pumpkin/dp/564670, https://www.chewy.com/merrick-fresh-kisses-infused-coconut/dp/155084?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155108, https://www.chewy.com/merrick-fresh-kisses-infused-coconut/dp/155094?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155100?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-infused-coconut/dp/155089?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-real-pumpkin/dp/564662?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/295223?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-infused-coconut/dp/155097?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-real-pumpkin/dp/564630?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D, https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155104?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Merrick&utm_term=%7Bkeyword%7D",15,0.040740741
horse feed scoop,590,horse feed scoop,590,590,3.153028589,https://www.chewy.com/pet-champion-feeding-scoop-3-qt/dp/359919,18,0
lint roller clothes,590,"lint roller clothes, lint rollers for clothes, lint roller pack, lint roller sheets, lint roller no paper, lint rollers lint rollers, pack of lint rollers","590.0, 590.0, 50.0, 30.0, 10.0, 10.0, 10.0",1290,2.352131469,"https://www.chewy.com/evercare-pet-plus-mega-extreme-stick/dp/151356, https://www.chewy.com/chomchom-roller-pet-hair-remover/dp/163269, https://www.chewy.com/arm-hammer-rinse-reuse-fur-lint/dp/147916",6,
nerf cat toys,590,nerf cat toys,590,590,3.930544817,"https://www.chewy.com/nerf-dog-tennis-ball-blaster-dog-toy/dp/134162, https://www.chewy.com/nerf-dog-ultra-tough-tpr-bone-dog-toy/dp/175346, https://www.chewy.com/nerf-dog-squeaker-bash-tennis-ball/dp/213790, https://www.chewy.com/nerf-dog-flyer-tire-dog-toy/dp/149076, https://www.chewy.com/nerf-dog-squeaker-classic-rubber/dp/213855, https://www.chewy.com/nerf-dog-squeaker-bash-ball-dog-toy-4/dp/213870, https://www.chewy.com/nerf-dog-squeaker-trackshot-ball-dog/dp/213865, https://www.chewy.com/nerf-dog-flyer-atomic-dog-toy-10-in/dp/230051, https://www.chewy.com/ethical-pet-sponge-soccer-ball-cat/dp/180986, https://www.chewy.com/nerf-dog-squeaker-classic-ball-dog/dp/213849, https://www.chewy.com/nerf-dog-super-soaker-squeak-shark/dp/149006, https://www.chewy.com/ethical-pet-sponge-soccer-ball-cat/dp/180985, https://www.chewy.com/nerf-dog-squeak-tennis-ball-dog-toy/dp/213805, https://www.chewy.com/nerf-dog-squeaker-checker-ball-dog/dp/213872, https://www.chewy.com/kong-catnip-infuser-plush-cat-toy/dp/289426, https://www.chewy.com/nerf-dog-blaster-tennis-balls-dog-toy/dp/213982, https://www.chewy.com/nerf-dog-squeaker-trackshot-ball-dog/dp/231910, https://www.chewy.com/nerf-dog-tennis-balls-dog-toy/dp/134169, https://www.chewy.com/bergan-catnip-cyclone-cat-toy/dp/49199, https://www.chewy.com/nerf-dog-squeaker-tpr-force-grip/dp/213956, https://www.chewy.com/nerf-dog-squeaker-grip-ball-dog-toy-5/dp/213912, https://www.chewy.com/nerf-dog-squeaker-football-dog-toy/dp/230028, https://www.chewy.com/nerf-dog-squeaker-tire-stick-dog-toy/dp/213945, https://www.chewy.com/nerf-dog-squeaker-bash-tennis-ball/dp/213826, https://www.chewy.com/nerf-dog-squeaker-football-dog-toy/dp/134133, https://www.chewy.com/nerf-dog-squeaker-checker-ball-dog/dp/213792, https://www.chewy.com/nerf-dog-classic-squeak-ridged/dp/169782, https://www.chewy.com/nerf-dog-crunchable-football-dog-toy/dp/134087, https://www.chewy.com/nerf-dog-squeaker-tpr-foam-football/dp/213892, https://www.chewy.com/nerf-dog-squeaker-force-grip-hex-ball/dp/213921, https://www.chewy.com/nerf-dog-tuff-tug-3-ring-dog-toy/dp/175352, https://www.chewy.com/nerf-dog-squeaker-tpr-foam-ball-dog/dp/134155, https://www.chewy.com/nerf-dog-nylon-dog-flyer-dog-toy/dp/169776, https://www.chewy.com/nerf-dog-squeaker-ball-dog-toy/dp/134124, https://www.chewy.com/kong-eight-track-cat-toy/dp/47679, https://www.chewy.com/nerf-dog-nylon-foam-mega-tuff-fabric/dp/175329, https://www.chewy.com/nerf-dog-squeaker-tpr-force-grip/dp/213746, https://www.chewy.com/nerf-dog-squeaker-force-grip-ball-dog/dp/213919",15,0.012195122
outdoor cat food,590,outdoor cat food,590,590,6.076040181,"https://www.chewy.com/cat-chow-indoor-hairball-healthy/dp/127667, https://www.chewy.com/royal-canin-adult-fit-active-dry-cat/dp/29862, https://www.chewy.com/blue-buffalo-wilderness-chicken/dp/28825, https://www.chewy.com/kit-kaboodle-outdoor-dry-cat-food/dp/182455, https://www.chewy.com/blue-buffalo-wilderness-salmon/dp/112794?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Blue%20Buffalo&amp;utm_term=%7Bkeyword%7D, https://www.chewy.com/kit-kaboodle-outdoor-dry-cat-food/dp/182454, https://www.chewy.com/atta-cat-chicken-salmon-flavor-dry/dp/222829, https://www.chewy.com/atta-cat-chicken-salmon-flavor-dry/dp/222830",41,0.063492063
pond filter pads,590,"pond filter pads, fish tank filter pads, pond filter mat","590.0, 210.0, 70.0",870,2.734138195,"https://www.chewy.com/aqueon-quietflow-2075-carbon-reducing/dp/228968, https://www.chewy.com/deep-blue-professional-phosphate/dp/154581, https://www.chewy.com/fluval-c4-foam-pad-filter-media/dp/124143, https://www.chewy.com/marineland-magnum-bonded-pad-filter/dp/125996, https://www.chewy.com/api-filstar-xp-aquarium-filtration/dp/122025",6,
seapora aquariums,590,seapora aquariums,590,590,2.515905447,,9,
shampoo horse tail,590,"shampoo horse tail, black horse shampoo","590.0, 70.0",660,5.176174866,,16,
the black dog clothing,590,"the black dog clothing, the black dog shirts, black dog clothing line","590.0, 90.0, 70.0",750,6.92317239,,2708,
womens dog shirts,590,"womens dog shirts, dog sweater women's","590.0, 90.0",680,2.94473418,,8,
acrylic dog pens,480,acrylic dog pens,480,480,0.881150353,,6,
alpaca food,480,"alpaca food, alpaca as food, alpaca food treats","480.0, 10.0, 10.0",500,6.435645973,"https://www.chewy.com/mazuri-alpaca-complete-life-alpaca/dp/248813, https://www.chewy.com/b/feed-9893, https://www.chewy.com/mazuri-alpaca-performance-alpaca-food/dp/248811, https://www.chewy.com/bluebonnet-feeds-supreme-llama-alpaca/dp/231986, https://www.chewy.com/mazuri-alpaca-llama-maintenance/dp/248805, https://www.chewy.com/bluebonnet-feeds-supreme-llama-alpaca/dp/231987, https://www.chewy.com/mazuri-alpaca-complete-life-alpaca/dp/248814, https://www.chewy.com/mazuri-alpaca-care-crumbles-alpaca/dp/248809, https://www.chewy.com/mazuri-alpaca-care-jumbo-pellets/dp/248807",28,0.003524229
aquarium pond,480,"aquarium pond, koi pond aquarium","480.0, 20.0",500,5.96653747,,361,
bio filter media,480,bio filter media,480,480,7.537334788,"https://www.chewy.com/marineland-c-series-canister-bio/dp/125870, https://www.chewy.com/fluval-biomax-bio-rings-filter-media/dp/124109",46,0
bird baths for parakeets,480,bird baths for parakeets,480,480,3.988681165,"https://www.chewy.com/penn-plax-bird-bath-universal-hanging/dp/131225, https://www.chewy.com/jw-pet-insight-bird-bath/dp/129639",12,0.25
carob dog treat,480,"carob dog treat, carob for dog treats, carob treats for dogs, carob chip dog treats","480.0, 480.0, 480.0, 20.0",1460,7.654448029,"https://www.chewy.com/exclusively-dog-carob-sandwich-cremes/dp/47041, https://www.chewy.com/exclusively-dog-wafer-cookies-carob/dp/47040, https://www.chewy.com/exclusively-dog-peanut-butter-carob/dp/256123, https://www.chewy.com/exclusively-dog-carob-sandwich-cremes/dp/47041, https://www.chewy.com/exclusively-dog-wafer-cookies-carob/dp/47040, https://www.chewy.com/three-dog-bakery-cookies-carob/dp/203353, https://www.chewy.com/fetch-dog-treats-carob-chip-delight/dp/228552, https://www.chewy.com/three-dog-bakery-lick-n-crunch/dp/30091, https://www.chewy.com/fetch-dog-treats-carob-chip-delight/dp/228552, https://www.chewy.com/three-dog-bakery-cookies-carob/dp/203353, https://www.chewy.com/fetch-dog-treats-carob-chip-delight/dp/228553?wtime={seek_to_second_number}",127,0
cat fishing supplies,480,cat fishing supplies,480,480,5.243867902,,864,
cat shirt button up,480,cat shirt button up,480,480,3.269259258,,10,
cat treats party mix,480,"cat treats party mix, party mix cat treats","480.0, 480.0",960,7.898038844,"https://www.chewy.com/friskies-party-mix-crunch-morning/dp/104127, https://www.chewy.com/friskies-party-mix-natural-yums/dp/203180, https://www.chewy.com/friskies-party-mix-natural-yums-wild/dp/382522, https://www.chewy.com/purina-friskies-party-mix-chicken/dp/168243, https://www.chewy.com/friskies-party-mix-crunch-beachside/dp/104100, https://www.chewy.com/purina-friskies-party-mix-cheezy/dp/104119, https://www.chewy.com/friskies-party-mix-crunch-wild-west/dp/104134, https://www.chewy.com/friskies-party-mix-crunch-beachside/dp/305755, https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/104144, https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/104146, https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/104142, https://www.chewy.com/friskies-party-mix-tender-crunchy/dp/176293, https://www.chewy.com/friskies-party-mix-natural-yums-wild/dp/382524, https://www.chewy.com/purina-friskies-party-mix-original/dp/104112, https://www.chewy.com/friskies-party-mix-crunch-california/dp/104116, https://www.chewy.com/friskies-party-mix-crunch-meow-luau/dp/104124, https://www.chewy.com/friskies-party-mix-treasure-crunch/dp/104130, https://www.chewy.com/purina-friskies-party-mix-seafood/dp/176287, https://www.chewy.com/purina-friskies-party-mix-mixed-grill/dp/104105, https://www.chewy.com/friskies-party-mix-crunch-kahuna-cat/dp/104122, https://www.chewy.com/purina-friskies-party-mix-mixed/dp/104106?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Friskies&utm_term=%7Bkeyword%7D, https://www.chewy.com/purina-friskies-party-mix-original/dp/104112, https://www.chewy.com/friskies-party-mix-crunch-gravy/dp/162633, https://www.chewy.com/friskies-party-mix-crunch-meow-luau/dp/104124, https://www.chewy.com/friskies-party-mix-crunch-beachside/dp/104100, https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/104142, https://www.chewy.com/purina-friskies-party-mix-crunch/dp/168221, https://www.chewy.com/purina-friskies-party-mix-seafood/dp/176289?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Friskies&utm_term=%7Bkeyword%7D, https://www.chewy.com/purina-friskies-party-mix-cheezy/dp/104119, https://www.chewy.com/purina-friskies-party-mix-chicken/dp/168243, https://www.chewy.com/purina-friskies-party-mix-mixed-grill/dp/104105, https://www.chewy.com/friskies-party-mix-natural-yums-wild/dp/382522, https://www.chewy.com/purina-friskies-party-mix-seafood/dp/176287, https://www.chewy.com/friskies-party-mix-crunch-kahuna-cat/dp/104122, https://www.chewy.com/f/friskies-cat-treats_c391_f1v352126, https://www.chewy.com/friskies-party-mix-crunch-picnic-cat/dp/104109, https://www.chewy.com/friskies-party-mix-crunch-morning/dp/104127, https://www.chewy.com/friskies-party-mix-crunch-wild-west/dp/104134, https://www.chewy.com/friskies-party-mix-puffs-island/dp/104140, https://www.chewy.com/friskies-party-mix-crunch-california/dp/104116, https://www.chewy.com/friskies-party-mix-treasure-crunch/dp/104130, https://www.chewy.com/friskies-party-mix-natural-yums/dp/203180, https://www.chewy.com/friskies-party-mix-crunch-gravy/dp/162638?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Friskies&utm_term=%7Bkeyword%7D",29,0
